# match log for nfl2k5_retail_team_history.csv (nflverse-data (https://github.com/nflverse/nflverse-data), CC-BY-4.0)
# players with game seasons: 1325; exact: 835; last name + DOB: 313; ambiguous: 5; none: 172
# season rows: 5068 of 5867 have a team; per year: 1982: 1/1, 1983: 1/1, 1984: 1/1, 1985: 3/3, 1986: 4/4, 1987: 6/7, 1988: 10/12, 1989: 11/12, 1990: 15/17, 1991: 27/29, 1992: 40/44, 1993: 59/70, 1994: 94/109, 1995: 142/163, 1996: 216/243, 1997: 291/327, 1998: 376/421, 1999: 459/531, 2000: 580/678, 2001: 751/876, 2002: 929/1076, 2003: 1052/1242
   0 Duane Starks 1974-05-23: exact 00-0015577; covered [1998, 1999, 2000, 2001, 2002]; missing []
1472 Dave Moore 1969-11-11: fallback_dob 00-0011551; covered [1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1473 Rickey Dudley 1972-07-15: exact 00-0004574; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1474 Ken Dilger 1971-02-02: fallback_dob 00-0004294; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1476 Joey Galloway 1971-11-20: fallback_dob 00-0005720; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1477 Keenan McCardell 1970-01-06: exact 00-0010668; covered [1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1479 Joe Jurevicius 1974-12-23: exact 00-0008962; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1480 Charles Lee 1977-11-19: exact 00-0019505; covered [2000, 2001, 2003]; missing []
1484 Andre Dyson 1979-05-25: exact 00-0020503; covered [2001, 2002, 2003]; missing []
1485 Samari Rolle 1976-08-10: exact 00-0013995; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1486 Tony Beckham 1978-10-01: fallback_dob 00-0021237; covered [2002, 2003]; missing []
1487 Andre Woolfolk 1980-01-26: exact 00-0022076; covered [2003]; missing []
1490 Kevin Carter 1973-09-21: exact 00-0002742; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1491 Carlos Hall 1979-01-16: exact 00-0021342; covered [2002, 2003]; missing []
1495 Albert Haynesworth 1981-06-17: exact 00-0021149; covered [2002, 2003]; missing []
1496 Rien Long 1980-08-07: none; seasons [2003]
1499 Robert Holcombe 1975-12-11: exact 00-0007579; covered [1998, 2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
1501 Lance Schulters 1975-05-27: fallback_dob 00-0014504; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1502 Lamont Thompson 1978-07-30: exact 00-0021170; covered [2002, 2003]; missing []
1507 Eddie George 1973-09-24: fallback_dob 00-0005883; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1508 Chris Brown 1981-04-17: fallback_dob 00-0022092; covered [2003]; missing []
1510 Rocky Calmus 1979-08-01: exact 00-0021202; covered [2002, 2003]; missing []
1511 Brad Kassell 1980-01-07: fallback_dob 00-0020836; covered [2002, 2003]; missing []
1514 Joe Nedney 1973-03-22: fallback_dob 00-0011970; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1515 Peter Sirmon 1977-02-18: exact 00-0019588; covered [2000, 2001, 2002, 2003]; missing []
1516 Keith Bulluck 1977-04-04: exact 00-0019648; covered [2000, 2001, 2002, 2003]; missing []
1517 Rocky Boiman 1980-01-24: exact 00-0021250; covered [2002, 2003]; missing []
1518 Craig Hentrich 1971-05-18: exact 00-0007308; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1519 Steve McNair 1973-02-14: exact 00-0011024; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1520 Billy Volek 1976-04-28: fallback_dob 00-0019041; covered [2000, 2003]; missing []
1522 Tank Williams 1980-06-30: fallback_dob 00-0021173; covered [2002, 2003]; missing []
1527 Erron Kinney 1977-07-28: exact 00-0019659; covered [2000, 2001, 2002, 2003]; missing []
1529 Shad Meier 1978-06-07: fallback_dob 00-0020476; covered [2001, 2002, 2003]; missing []
1530 Derrick Mason 1974-01-17: exact 00-0010500; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1531 Drew Bennett 1978-08-26: fallback_dob 00-0019976; covered [2001, 2002, 2003]; missing []
1532 Tyrone Calico 1980-11-09: exact 00-0022087; covered [2003]; missing []
1533 Darrell Hill 1979-06-19: exact 00-0021329; covered [2002]; missing []
1534 Jake Schifino 1979-11-15: fallback_dob 00-0021264; covered []; missing [2002]
1537 Shawn Springs 1975-03-11: exact 00-0015495; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1538 Fred Smoot 1979-04-17: fallback_dob 00-0020522; covered [2001, 2002, 2003]; missing []
1539 Walt Harris 1974-08-10: fallback_dob 00-0007007; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1540 Rashad Bauman 1979-05-07: fallback_dob 00-0021204; covered [2002, 2003]; missing []
1541 Ralph Brown 1978-09-16: exact 00-0019613; covered [2001, 2002, 2003]; missing []
1542 Ade Jimoh 1980-04-18: fallback_dob 00-0021583; covered [2003]; missing []
1543 Renaldo Wynn 1974-09-03: exact 00-0018351; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1544 Phillip Daniels 1973-03-04: exact 00-0003874; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1545 Regan Upshaw 1974-08-12: none; seasons [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1546 Cornelius Griffin 1976-12-03: exact 00-0019700; covered [2000, 2001, 2002, 2003]; missing []
1547 Jermaine Haley 1973-02-13: exact 00-0006636; covered [2000, 2001, 2002, 2003]; missing []
1548 Brandon Noble 1974-04-10: exact 00-0012135; covered [1999, 2000, 2001, 2002]; missing []
1549 Joe Salave'a 1975-03-25: exact 00-0014260; covered [1998, 1999, 2000, 2001, 2003]; missing []
1550 Rock Cartwright 1979-12-03: fallback_dob 00-0021357; covered [2002, 2003]; missing []
1551 Matt Bowen 1976-11-12: fallback_dob 00-0019574; covered [2000, 2001, 2002, 2003]; missing []
1552 Todd Franz 1976-04-12: fallback_dob 00-0019615; covered [2000, 2002, 2003]; missing []
1556 Clinton Portis 1981-09-01: exact 00-0021179; covered [2002, 2003]; missing []
1557 Ladell Betts 1979-08-27: exact 00-0021184; covered [2002, 2003]; missing []
1558 Chad Morton 1977-04-04: exact 00-0019590; covered [2000, 2001, 2002, 2003]; missing []
1559 Micheal Barrow 1969-04-19: none; seasons [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1560 Kevin Mitchell 1971-01-01: exact 00-0011415; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1561 Clifton Smith 1980-07-21: exact 00-0021585; covered [2003]; missing []
1562 John Hall 1974-03-17: exact 00-0006662; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1563 Marcus Washington 1977-09-17: none; seasons [2000, 2001, 2002, 2003]
1564 LaVar Arrington 1978-06-20: exact 00-0019692; covered [2000, 2001, 2003]; missing []
1565 Antonio Pierce 1978-10-26: exact 00-0020006; covered [2001, 2002, 2003]; missing []
1566 Tom Tupa 1966-02-06: fallback_dob 00-0016683; covered [1988, 1989, 1990, 1991, 1992, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1567 Mark Brunell 1970-09-17: exact 00-0002110; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1568 Patrick Ramsey 1979-02-14: exact 00-0021379; covered [2002, 2003]; missing []
1569 Tim Hasselbeck 1978-04-06: fallback_dob 00-0019816; covered [2002]; missing []
1571 Ifeanyi Ohalete 1979-05-22: exact 00-0020005; covered [2001, 2002, 2003]; missing []
1572 Andre Lott 1979-05-31: exact 00-0021272; covered [2002, 2003]; missing []
1577 Walter Rasby 1972-09-07: exact 00-0013422; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1578 Brian Kozlowski 1970-10-04: exact 00-0009443; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1580 Robert Royal 1979-05-15: exact 00-0021273; covered []; missing [2002]
1581 Mike Sellers 1975-07-21: exact 00-0014655; covered [1999, 2000, 2001]; missing [2002]
1582 Rod Gardner 1977-10-26: fallback_dob 00-0020525; covered [2001, 2002, 2003]; missing []
1583 Laveranues Coles 1977-12-29: exact 00-0018958; covered [2000, 2001, 2002, 2003]; missing []
1584 James Thrash 1975-04-28: exact 00-0016440; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1585 Darnerien McCants 1978-08-01: exact 00-0020464; covered [2001, 2002, 2003]; missing []
1586 Taylor Jacobs 1981-05-30: exact 00-0022124; covered [2003]; missing []
1590 Anthony Henry 1981-01-18: none; seasons [2001, 2002, 2003]
1591 Daylon McCutcheon 1978-06-09: none; seasons [1999, 2000, 2001, 2002, 2003]
1592 Roosevelt Williams 1983-07-21: none; seasons [2002, 2003]
1593 Michael Lehan 1973-03-10: none; seasons [2003]
1594 Courtney Brown 1981-05-04: none; seasons [2000, 2001, 2002, 2003]
1595 Kenard Lang 1979-11-25: none; seasons [1997, 1998, 1999, 2000, 2001, 2002, 2003]
1596 Ebenezer Ekuban 1981-04-06: none; seasons [1999, 2000, 2001, 2002, 2003]
1597 Mark Word 1979-05-17: none; seasons [2002, 2003]
1598 Felipe Claybrooks 1978-12-22: none; seasons [2001, 2003]
1599 Gerard Warren 1978-09-10: none; seasons [2001, 2002, 2003]
1600 Orpheus Roye 1979-03-16: none; seasons [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1601 Alvin McKinley 1979-08-18: none; seasons [2000, 2001, 2002, 2003]
1602 Michael Myers 1976-11-24: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
1604 Steve Heiden 1979-03-19: none; seasons [1999, 2000, 2001, 2002, 2003]
1605 Terrelle Smith 1980-08-11: none; seasons [2000, 2001, 2002, 2003]
1606 Earl Little 1980-12-11: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
1607 Chris Crocker 1981-05-11: none; seasons [2003]
1611 Lee Suggs 1978-08-31: none; seasons [2003]
1612 William Green 1970-11-30: none; seasons [2002, 2003]
1613 James Jackson 1979-07-14: none; seasons [2001, 2002, 2003]
1615 Andra Davis 1979-06-12: fallback_dob 00-0021175; covered [2002, 2003]; missing []
1616 Barry Gardner 1976-10-26: none; seasons [1999, 2000, 2001, 2002, 2003]
1617 Phil Dawson 1980-09-07: none; seasons [1999, 2000, 2001, 2002, 2003]
1618 Chaun Thompson 1975-06-12: none; seasons [2003]
1619 Warrick Holdman 1978-07-06: none; seasons [1999, 2000, 2001, 2002, 2003]
1620 Kevin Bentley 1981-09-24: none; seasons [2002, 2003]
1621 Ben Taylor 1980-05-22: none; seasons [2002, 2003]
1622 Brant Boyer 1982-01-12: none; seasons [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1624 Jeff Garcia 1970-02-24: exact 00-0005755; covered [1999, 2000, 2001, 2002, 2003]; missing []
1625 Kelly Holcomb 1975-11-22: none; seasons [1997, 2001, 2002, 2003]
1627 Robert Griffith 1981-08-17: none; seasons [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1633 Aaron Shea 1978-03-12: none; seasons [2000, 2001, 2002, 2003]
1634 Darnell Sanders 1973-05-14: none; seasons [2002, 2003]
1635 Quincy Morgan 1977-10-08: none; seasons [2001, 2002, 2003]
1636 Andre' Davis 1981-02-25: none; seasons [2002, 2003]
1637 Dennis Northcutt 1981-08-16: none; seasons [2000, 2001, 2002, 2003]
1638 Andre King 1979-09-12: none; seasons [2001, 2002, 2003]
1639 Frisman Jackson 1976-08-04: fallback_dob 00-0020430; covered [2002, 2003]; missing []
1643 Aaron Glenn 1972-07-16: exact 00-0006034; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1645 Marcus Coleman 1974-05-24: exact 00-0003231; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1646 Kenny Wright 1977-09-14: fallback_dob 00-0018308; covered [1999, 2000, 2001, 2002, 2003]; missing []
1648 Gary Walker 1973-02-28: exact 00-0017033; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1649 Robaire Smith 1977-11-15: exact 00-0019573; covered [2000, 2001, 2002, 2003]; missing []
1650 Corey Sears 1973-04-15: exact 00-0014618; covered [1998, 1999, 2000, 2002, 2003]; missing []
1651 Jerry DeLoach 1977-07-17: exact 00-0019285; covered [2001, 2002, 2003]; missing []
1652 Terrance Martin 1979-07-16: none; seasons [2003]
1654 Seth Payne 1975-02-12: exact 00-0012689; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1655 Junior Ioane 1977-07-21: exact 00-0019470; covered [2001, 2002, 2003]; missing []
1656 Jarrod Baxter 1979-03-09: exact 00-0021253; covered [2002]; missing []
1657 Charles Stackhouse 1980-04-11: exact 00-0020849; covered [2002, 2003]; missing []
1658 Marlon McCree 1977-03-17: exact 00-0020280; covered [2001, 2002, 2003]; missing []
1662 Fred Weary 1977-09-30: exact 00-0021193; covered [2003]; missing []
1663 Domanick Davis 1980-10-01: none; seasons [2003]
1664 Tony Hollings 1981-12-01: exact 00-0022116; covered [2003]; missing []
1665 Jonathan Wells 1979-07-21: exact 00-0021223; covered [2002, 2003]; missing []
1667 Jamie Sharper 1974-11-23: fallback_dob 00-0014725; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1668 Jay Foreman 1976-12-18: none; seasons [1999, 2000, 2001, 2002, 2003]
1669 DaShon Polk 1977-03-13: exact 00-0019508; covered [2000, 2001, 2002, 2003]; missing []
1670 Troy Evans 1977-12-03: exact 00-0019809; covered [2002, 2003]; missing []
1671 Kris Brown 1976-12-23: fallback_dob 00-0001980; covered [1999, 2000, 2001, 2002, 2003]; missing []
1672 Kailee Wong 1976-05-23: exact 00-0018168; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1675 Antwan Peek 1979-10-29: exact 00-0022052; covered [2003]; missing []
1676 Chad Stanley 1976-01-29: fallback_dob 00-0015550; covered [1999, 2000, 2001, 2002, 2003]; missing []
1677 David Carr 1979-07-21: exact 00-0020608; covered [2002, 2003]; missing []
1678 Tony Banks 1973-04-05: fallback_dob 00-0000722; covered [1996, 1997, 1998, 1999, 2000, 2001, 2003]; missing []
1679 Dave Ragone 1979-10-03: fallback_dob 00-0022091; covered [2003]; missing []
1681 Eric Brown 1975-03-20: exact 00-0001931; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1685 Billy Miller 1977-04-24: exact 00-0011236; covered [2000, 2002, 2003]; missing []
1686 Mark Bruener 1972-09-16: exact 00-0002102; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1689 Andre Johnson 1981-07-11: exact 00-0022044; covered [2003]; missing []
1690 Corey Bradford 1975-12-08: exact 00-0001627; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1691 Jabar Gaffney 1980-12-01: fallback_dob 00-0021163; covered [2002, 2003]; missing []
1692 J.J. Moses 1979-09-12: fallback_dob 00-0019779; covered [2002, 2003]; missing []
1694 Ron Dugans 1977-04-27: fallback_dob 00-0019708; covered [2001, 2002]; missing [2003]
1696 Kenny Holmes 1973-10-24: fallback_dob 00-0007659; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1697 Kurt Kittner 1980-01-23: exact 00-0021271; covered [2002]; missing []
1698 Larry Centers 1968-06-01: exact 00-0002846; covered [1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1699 Antowain Smith 1972-03-14: exact 00-0015091; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1701 Jody Littleton 1974-10-23: exact 00-0009983; covered [2003]; missing []
1702 Mike Caldwell 1971-08-31: fallback_dob 00-0002518; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1703 Ricky Williams 1978-08-29: exact 00-0020739; covered [2002, 2003]; missing []
1704 Tyrone Williams 1973-05-31: fallback_dob 00-0017948; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1705 Frank Ferrara 1975-12-07: exact 00-0005165; covered [2002, 2003]; missing []
1706 Juqua Thomas 1978-05-15: none; seasons [2001, 2002, 2003]
1707 Tim Wansley 1979-11-07: none; seasons [2002]
1708 Jarvis Green 1979-01-12: exact 00-0021244; covered [2002, 2003]; missing []
1709 Billy Lafleur 1976-02-25: fallback_dob 00-0019084; covered [2002, 2003]; missing []
1710 Oronde Gadsden 1971-08-20: exact 00-0005668; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1711 Craig Nall 1979-04-21: exact 00-0021277; covered [2002]; missing []
1712 Leonard Myers 1978-12-18: exact 00-0020359; covered [2001, 2002, 2003]; missing []
1714 James Atkins 1978-06-23: exact 00-0020811; covered [2002]; missing []
1716 Eric Westmoreland 1977-03-11: exact 00-0020357; covered [2001, 2002, 2003]; missing []
1717 Dorsett Davis 1978-08-21: none; seasons [2002]
1719 Gary Stills 1974-07-11: exact 00-0015725; covered [1999, 2000, 2001, 2002, 2003]; missing []
1721 Wesly Mallard 1978-11-21: exact 00-0021298; covered [2002, 2003]; missing []
1722 John Owens 1980-01-10: exact 00-0021255; covered [2003]; missing []
1724 Carlos Polk 1977-02-22: exact 00-0020339; covered [2001, 2002, 2003]; missing []
1725 Asante Samuel 1981-01-06: exact 00-0021956; covered [2003]; missing []
1726 Frank Sanders 1973-02-17: exact 00-0014328; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1728 Mike Echols 1978-10-13: fallback_dob 00-0021233; covered [2002, 2003]; missing []
1729 Javor Mills 1979-05-11: exact 00-0020620; covered [2002]; missing []
1731 Jason Simmons 1976-03-30: exact 00-0014902; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1734 Rushen Jones 1980-04-21: none; seasons [2003]
1735 Shantee Orr 1981-05-28: exact 00-0021616; covered [2003]; missing []
1737 Eddie Johnson 1981-03-02: fallback_dob 00-0022105; covered [2003]; missing []
1738 Reinard Wilson 1973-12-17: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
1739 Ike Charlton 1977-10-08: none; seasons [2000, 2001, 2002, 2003]
1743 Jeff Gooch 1974-10-31: fallback_dob 00-0006103; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1744 Eric Downing 1978-09-16: exact 00-0020269; covered [2001, 2002, 2003]; missing []
1746 Dwayne Levels 1979-05-09: exact 00-0020724; covered [2002]; missing []
1747 LaDairis Jackson 1979-06-16: exact 00-0020070; covered [2003]; missing []
1748 Filip Filipovic 1977-11-05: exact 00-0020976; covered []; missing [2003]
1749 Barron Tanner 1973-09-14: exact 00-0016041; covered [1997, 1998, 2000, 2001, 2002, 2003]; missing []
1750 Patrick Hape 1979-02-27: none; seasons [1997, 1998, 1999, 2000, 2001, 2002, 2003]
1751 Patrick Chukwurah 1981-10-17: none; seasons [2002, 2003]
1752 Bill Gramatica 1978-07-10: fallback_dob 00-0020296; covered [2001, 2002, 2003]; missing []
1753 Cedric Scott 1980-01-23: none; seasons [2002, 2003]
1755 Jeff Chandler 1979-06-18: fallback_dob 00-0021226; covered [2002, 2003]; missing []
1757 Craig Jarrett 1979-07-19: none; seasons [2003]
1758 Matt Chatham 1977-06-28: exact 00-0002909; covered [2000, 2001, 2002, 2003]; missing []
1759 Phillip Crosby 1976-11-05: exact 00-0019353; covered [2002, 2003]; missing []
1760 Bobby Setzer 1976-06-16: fallback_dob 00-0018932; covered [2002]; missing [2003]
1761 Khalid Abdullah 1979-03-06: exact 00-0021957; covered [2003]; missing []
1762 Brooks Barnard 1979-11-04: exact 00-0021648; covered [2003]; missing []
1764 Pat Dennis 1978-06-03: none; seasons [2001, 2002, 2003]
1765 Chris Akins 1976-11-29: fallback_dob 00-0000112; covered [1999, 2000, 2001, 2002, 2003]; missing []
1766 Jason Doering 1978-04-22: exact 00-0020310; covered [2001, 2002, 2003]; missing []
1768 Kenyatta Wright 1978-02-19: exact 00-0019362; covered [2000, 2001, 2003]; missing []
1769 Hayden Epstein 1979-01-27: none; seasons [2003]
1770 Alvin Porter 1977-05-10: exact 00-0020152; covered [2002, 2003]; missing []
1771 Donnel Thompson 1978-02-17: exact 00-0019139; covered [2001, 2002]; missing []
1772 Justin Lucas 1976-07-15: exact 00-0018563; covered [1999, 2000, 2001, 2002, 2003]; missing []
1775 Wade Richey 1976-05-17: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
1776 Deon Dyer 1977-10-02: exact 00-0019473; covered [2001, 2002]; missing [2003]
1777 Sylvester Morris 1977-10-06: exact 00-0019726; covered [2001]; missing [2003]
1778 Joe Tuipala 1976-09-13: fallback_dob 00-0018599; covered [2001, 2002]; missing []
1779 Tee Martin 1978-07-25: fallback_dob 00-0019633; covered [2000, 2001, 2003]; missing []
1780 Charlie Clemons 1972-07-04: exact 00-0003111; covered [1997, 1998, 1999, 2001, 2002, 2003]; missing []
1785 Stanley Pritchett 1973-12-22: exact 00-0013262; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1786 Jason Perry 1976-08-01: exact 00-0012813; covered [2000, 2001, 2002]; missing [2003]
1788 Lyle West 1976-12-20: fallback_dob 00-0017460; covered [1999, 2000, 2002, 2003]; missing []
1789 Quentin McCord 1978-06-26: fallback_dob 00-0020340; covered [2001, 2002, 2003]; missing []
1790 John Nix 1977-12-22: none; seasons [2001, 2002]
1792 Jason Gildon 1972-07-31: exact 00-0005967; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1793 Keith Heinrich 1976-11-03: none; seasons [2002, 2003]
1796 Mikhael Ricks 1974-11-14: exact 00-0013712; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1797 Justin Kurpeikis 1977-07-17: exact 00-0019949; covered [2002]; missing []
1799 Tim Johnson 1978-02-07: exact 00-0020227; covered [2002, 2003]; missing []
1801 Kevin Stemke 1978-11-23: exact 00-0019855; covered []; missing [2003]
1804 Brandon Moore 1979-01-16: exact 00-0020664; covered [2002, 2003]; missing []
1805 Robert Mathis 1981-02-26: exact 00-0022059; covered [2003]; missing []
1806 Sultan McCullough 1980-02-12: none; seasons [2003]
1807 Kassim Osgood 1979-04-14: none; seasons [2003]
1809 Siddeeq Shabazz 1981-02-05: exact 00-0022114; covered [2003]; missing []
1811 Keyon Nash 1979-03-11: fallback_dob 00-0021299; covered [2002]; missing []
1812 Karl Williams 1971-04-10: exact 00-0017847; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1813 Hank Poteat 1977-08-30: none; seasons [2000, 2001, 2002, 2003]
1814 Delbert Cowsette 1977-09-03: exact 00-0018965; covered [2001, 2002]; missing []
1815 Marcus Bell 1977-07-19: exact 00-0019472; covered [2001, 2002]; missing [2003]
1816 Danny Farmer 1977-05-21: fallback_dob 00-0019543; covered [2001, 2002]; missing [2003]
1817 Zack Bronson 1974-01-28: fallback_dob 00-0001816; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1819 Will Overstreet 1979-10-07: fallback_dob 00-0021205; covered [2002, 2003]; missing []
1820 Ramon Walker 1979-11-08: exact 00-0021266; covered [2002, 2003]; missing []
1821 Josh Mallard 1979-03-21: none; seasons [2003]
1822 Tim Duncan 1979-06-12: exact 00-0021052; covered [2003]; missing []
1823 Matt Mitrione 1978-07-15: fallback_dob 00-0020847; covered []; missing [2003]
1824 Roderick Babers 1980-10-06: exact 00-0022056; covered [2003]; missing []
1825 Jamie Duncan 1975-07-20: exact 00-0004624; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1829 Walter Young 1979-12-07: exact 00-0021886; covered [2003]; missing []
1833 Deke Cooper 1977-10-18: fallback_dob 00-0019293; covered [2002, 2003]; missing []
1834 Alvis Whitted 1974-09-04: exact 00-0017611; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1835 Trung Canidate 1977-03-03: exact 00-0019649; covered [2002, 2003]; missing []; unmapped ['2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
1837 Jared DeVries 1976-06-11: exact 00-0004242; covered [1999, 2000, 2001, 2002, 2003]; missing []
1838 Jamal Reynolds 1979-02-20: fallback_dob 00-0020459; covered [2001, 2002, 2003]; missing []
1839 Lewis Sanders 1978-06-22: exact 00-0019465; covered [2000, 2002, 2003]; missing []
1840 Dustin Lyman 1976-08-05: exact 00-0019464; covered [2000, 2001, 2002, 2003]; missing []
1841 Jameel Cook 1979-02-08: exact 00-0020391; covered [2001, 2002, 2003]; missing []
1842 Steve Bush 1974-07-04: fallback_dob 00-0002380; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1843 Clint Stoerner 1977-12-29: fallback_dob 00-0019442; covered [2001, 2002]; missing []
1844 Larry Foote 1980-06-12: fallback_dob 00-0021246; covered [2002, 2003]; missing []
1845 Brett Keisel 1978-09-19: exact 00-0021344; covered [2002]; missing []
1846 Edward Thomas 1974-09-27: none; seasons [2002, 2003]
1849 Tully Banta-Cain 1980-08-28: exact 00-0022038; covered [2003]; missing []
1852 George Wrighster 1981-04-01: exact 00-0021980; covered [2003]; missing []
1854 Travaris Robinson 1981-09-01: exact 00-0021474; covered [2003]; missing []
1857 Donnie Nickey 1980-04-25: exact 00-0022100; covered [2003]; missing []
1858 Scott Shields 1976-03-29: exact 00-0014810; covered [2000]; missing [2001]
1859 Paul Grasmanis 1974-08-02: exact 00-0006251; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1860 Germane Crowell 1976-09-13: exact 00-0003700; covered [1999, 2000, 2001, 2002]; missing [2003]
1861 Pete Mitchell 1971-10-09: fallback_dob 00-0011425; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1862 Robert Tate 1973-10-19: exact 00-0016061; covered [1998, 1999, 2000, 2001, 2002]; missing [2003]
1864 Monty Beisel 1978-08-20: exact 00-0020478; covered [2001, 2002, 2003]; missing []
1865 Travis Dorsch 1979-09-04: exact 00-0021232; covered [2003]; missing []
1866 James Fenderson 1976-10-24: exact 00-0020173; covered [2001, 2002, 2003]; missing []
1867 Deon Humphrey 1976-05-07: exact 00-0007911; covered [2000, 2001, 2003]; missing []
1868 Joe Dean Davenport 1976-10-29: fallback_dob 00-0019065; covered [2001, 2002, 2003]; missing []
1869 Danny Boyd 1978-06-01: fallback_dob 00-0020577; covered []; missing [2003]
1870 Cleveland Pinkney 1977-09-14: exact 00-0019776; covered [2003]; missing []
1874 Tyreo Harrison 1980-05-15: exact 00-0021101; covered [2002]; missing []
1875 Leigh Bodden 1971-06-27: none; seasons [2003]
1877 Tron LaFavor 1979-11-27: exact 00-0022062; covered [2003]; missing []
